origem,usuario,mensagem,data,sentimentalidade,categoria
CSAT,vitor.gomes,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-10-21 02:58:27,NEGATIVA,SUPORTE/ATENDIMENTO
BOT,joao.martins,O tempo de resposta da API aumentou bastante.,2025-10-21 04:34:48,NEUTRA,API/AUTENTICACAO
NPS,beatriz.ribeiro,"A equipe acompanhou a implantacao, foi tranquilo.",2025-10-21 10:29:27,NEUTRA,FEEDBACK GERAL
CSAT,juliana.dias,As telas estao com lentidao em horario comercial.,2025-10-21 17:15:15,NEUTRA,FEEDBACK GERAL
BuzzMonitor,laura.rocha,A ferramenta esta ajudando muito nosso dia a dia.,2025-10-21 19:55:27,NEUTRA,FEEDBACK GERAL
CSAT,carla.ferreira,Qual politica de retencao de logs?,2025-10-21 22:08:59,NEUTRA,FEEDBACK GERAL
BuzzMonitor,beatriz.teixeira,Qual foi a causa da indisponibilidade de ontem? Preciso de retorno urgente.,2025-10-22 05:29:06,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,fernanda.elias,Parabens pelas melhorias de seguranca.,2025-10-22 06:24:29,NEUTRA,FEATURE REQUEST
CSAT,camila.silva,A plataforma caiu agora e nao consigo acessar.,2025-10-22 12:47:05,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,bruno.rocha,A experiencia poderia ser melhor em dispositivos moveis.,2025-10-22 16:54:43,NEUTRA,FEEDBACK GERAL
CSAT,bruno.ribeiro,Estou recebendo erro 500 ao tentar salvar.,2025-10-22 19:48:46,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,patricia.souza,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-10-22 23:36:49,NEUTRA,SUPORTE/ATENDIMENTO
NPS,mario.almeida,Parece que um usuario acessou dados que não deveria.,2025-10-23 00:39:14,NEUTRA,FEEDBACK GERAL
NPS,mariana.ferreira,Posso enviar logs para ajudar a investigar?,2025-10-23 14:50:08,NEUTRA,FEEDBACK GERAL
NPS,thiago.silva,Hoje o sistema esta super rapido e sem quedas.,2025-10-23 16:25:35,POSITIVA,API/AUTENTICACAO
BOT,lucas.souza,A integracao gera erro ao sincronizar e para no meio.,2025-10-23 19:22:36,NEGATIVA,BUGS
CSAT,gustavo.souza,As mensagens de erro não explicam o que fazer.,2025-10-23 22:56:43,NEGATIVA,BUGS
BuzzMonitor,mariana.mendes,Depois da ultima manutencao ficou bem mais estavel.,2025-10-24 03:24:03,NEUTRA,FEEDBACK GERAL
CSAT,leonardo.ribeiro,"A API esta bem documentada, consegui integrar rapido.",2025-10-24 04:52:58,POSITIVA,API/AUTENTICACAO
BOT,thiago.dias,O atendimento foi rude e nao ajudou.,2025-10-24 05:13:30,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,mario.mendes,O fluxo de cadastro esta muito melhor.,2025-10-24 06:11:55,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.ribeiro,Fui transferido varias vezes e nao resolveram.,2025-10-24 07:53:46,NEUTRA,FEEDBACK GERAL
CSAT,isabela.lima,"A sincronizacao ficou consistente, obrigado. Preciso de retorno urgente.",2025-10-24 08:09:35,NEUTRA,FEEDBACK GERAL
CSAT,bruno.elias,O onboarding foi confuso e faltou treinamento.,2025-10-24 11:49:48,POSITIVA,FINANCEIRO
BuzzMonitor,isabela.araujo,"A sincronizacao ficou consistente, obrigado.",2025-10-24 12:32:47,POSITIVA,FEEDBACK GERAL
NPS,leonardo.nascimento,Quero participar do beta de novas funcoes.,2025-10-24 14:17:50,NEUTRA,FEEDBACK GERAL
CSAT,lucas.nascimento,Vocês tiveram alguma manutencao programada hoje? Preciso de retorno urgente.,2025-10-24 15:40:13,NEGATIVA,FEEDBACK GERAL
CSAT,carla.ribeiro,"A fatura veio com reajuste sem aviso, podem verificar?",2025-10-24 17:27:34,NEUTRA,FINANCEIRO
BuzzMonitor,patricia.silva,A autenticacao em dois fatores nao funciona.,2025-10-24 20:53:17,NEGATIVA,API/AUTENTICACAO
CSAT,mariana.barbosa,"Gostei do conector com o ERP, poupou tempo.",2025-10-25 03:04:23,NEUTRA,FEEDBACK GERAL
CSAT,juliana.ribeiro,As telas estao com lentidao em horario comercial.,2025-10-25 06:52:59,NEUTRA,FEEDBACK GERAL
BOT,ana.araujo,"A fatura veio com reajuste sem aviso, podem verificar?",2025-10-25 07:15:27,NEUTRA,FINANCEIRO
NPS,beatriz.silva,Tem trilha de treinamento para novos usuarios?,2025-10-25 13:19:00,NEUTRA,TREINAMENTO/ONBOARDING
NPS,joao.almeida,A integracao com o ERP nao esta sincronizando.,2025-10-25 14:30:57,NEUTRA,FEEDBACK GERAL
NPS,patricia.silva,Tem atendimento aos finais de semana?,2025-10-25 15:45:40,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,ana.pereira,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-10-25 16:01:31,NEGATIVA,SUPORTE/ATENDIMENTO
BuzzMonitor,vitor.nascimento,Importacao muito mais eficiente agora.,2025-10-26 00:45:55,NEUTRA,FEEDBACK GERAL
CSAT,carla.correa,Tem SDK em Python para integracao? Preciso de retorno urgente.,2025-10-26 01:56:54,NEGATIVA,FEEDBACK GERAL
CSAT,juliana.ribeiro,"A fatura veio com reajuste sem aviso, podem verificar?",2025-10-26 02:17:46,NEUTRA,FINANCEIRO
CSAT,vitor.oliveira,"Nao tive mais desconexoes, otimo trabalho.",2025-10-26 02:43:02,POSITIVA,FEEDBACK GERAL
CSAT,gustavo.almeida,"As dicas na tela ajudam bastante, parabens.",2025-10-26 05:57:37,NEUTRA,FEEDBACK GERAL
CSAT,patricia.barbosa,A autenticacao em dois fatores nao funciona. Ticket 75459.,2025-10-26 11:06:30,NEGATIVA,API/AUTENTICACAO
NPS,mariana.gomes,A documentacao e bem completa.,2025-10-26 12:52:17,NEUTRA,TREINAMENTO/ONBOARDING
BuzzMonitor,bruno.correa,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-10-26 14:31:13,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,joao.ribeiro,"A sincronizacao ficou consistente, obrigado.",2025-10-26 16:46:45,POSITIVA,FEEDBACK GERAL
CSAT,lucas.rocha,Resposta rapida e com orientacao completa.,2025-10-27 01:23:10,NEUTRA,API/AUTENTICACAO
CSAT,isabela.mendes,Fiquei perdido na configuracao inicial.,2025-10-27 08:46:30,NEUTRA,FINANCEIRO
BuzzMonitor,joao.teixeira,Fiquei perdido na configuracao inicial. Preciso de retorno urgente.,2025-10-27 09:05:56,NEGATIVA,FINANCEIRO
NPS,ana.almeida,A integracao suporta ambientes de teste?,2025-10-27 12:45:39,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.lima,"Estou sem retorno ha dias, isso prejudica o trabalho. Preciso de retorno urgente.",2025-10-27 13:26:28,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,camila.souza,"A performance melhorou muito, ta voando.",2025-10-27 13:50:22,NEUTRA,FEEDBACK GERAL
CSAT,rafael.elias,A nova interface ficou bem mais intuitiva.,2025-10-27 14:54:50,NEUTRA,FEEDBACK GERAL
NPS,bruno.carvalho,A experiencia poderia ser melhor em dispositivos moveis.,2025-10-27 15:06:58,NEUTRA,FEEDBACK GERAL
CSAT,vitor.ferreira,"Boa, o erro de sincronizacao sumiu.",2025-10-27 19:27:58,NEUTRA,BUGS
BuzzMonitor,beatriz.martins,As telas estao com lentidao em horario comercial. Preciso de retorno urgente.,2025-10-27 23:00:54,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,mariana.silva,Como abro um chamado para suporte tecnico?,2025-10-28 07:51:03,NEUTRA,SUPORTE/ATENDIMENTO
BOT,ana.oliveira,Onde encontro a opcao para personalizar colunas?,2025-10-28 10:14:46,NEUTRA,FEEDBACK GERAL
CSAT,mariana.pereira,Importacao muito mais eficiente agora.,2025-10-29 03:13:59,NEUTRA,FEEDBACK GERAL
CSAT,thiago.martins,O tempo de resposta da API aumentou bastante.,2025-10-29 05:06:17,NEUTRA,API/AUTENTICACAO
BOT,patricia.barbosa,No geral estou bem satisfeito com a plataforma. Ticket 57720.,2025-10-29 08:59:55,NEUTRA,SUPORTE/ATENDIMENTO
NPS,carla.ribeiro,Qual o status do incidente da manha?,2025-10-30 11:39:24,NEUTRA,FEEDBACK GERAL
BuzzMonitor,diego.pereira,A API esta bem mais rapida nessa versao. Preciso de retorno urgente.,2025-10-30 16:22:16,NEGATIVA,API/AUTENTICACAO
CSAT,ana.carvalho,O tempo de resposta da API aumentou bastante.,2025-10-30 17:57:04,NEUTRA,API/AUTENTICACAO
CSAT,patricia.lima,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-10-30 22:23:48,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,isabela.mendes,O suporte demorou muito para responder meu chamado.,2025-10-31 05:58:15,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,fernanda.gomes,Qual politica de retencao de logs?,2025-10-31 07:09:05,NEUTRA,FEEDBACK GERAL
NPS,mariana.pereira,Fui transferido varias vezes e nao resolveram.,2025-10-31 07:31:13,NEUTRA,FEEDBACK GERAL
CSAT,mariana.elias,Como configuro 2FA para todos os usuarios?,2025-10-31 09:37:11,NEUTRA,FINANCEIRO
BuzzMonitor,rafael.almeida,O suporte foi muito prestativo e claro.,2025-10-31 23:27:01,NEUTRA,SUPORTE/ATENDIMENTO
NPS,laura.dias,"Parabens, a nota fiscal saiu certinha e bem rapido.",2025-11-01 00:29:05,POSITIVA,API/AUTENTICACAO
CSAT,patricia.silva,Tenho uma sugestao de melhoria para o produto.,2025-11-01 10:12:14,NEUTRA,FEATURE REQUEST
CSAT,laura.rocha,A integracao com o ERP nao esta sincronizando.,2025-11-01 18:29:38,NEUTRA,FEEDBACK GERAL
BuzzMonitor,vitor.carvalho,Nao consegui importar meus dados iniciais.,2025-11-01 19:26:36,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.carvalho,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-11-01 20:55:52,NEUTRA,BUGS
CSAT,lucas.gomes,Onde eu encontro o historico de faturas?,2025-11-02 01:23:01,NEUTRA,FINANCEIRO
CSAT,fernanda.ferreira,Estou recebendo erro 500 ao tentar salvar.,2025-11-03 01:32:06,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,diego.mendes,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-11-03 01:48:44,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,gustavo.barbosa,O onboarding foi excelente e bem guiado.,2025-11-03 06:48:24,POSITIVA,TREINAMENTO/ONBOARDING
NPS,ana.lima,O menu mudou e agora ficou pior de usar.,2025-11-03 07:39:30,NEUTRA,FEEDBACK GERAL
CSAT,camila.mendes,O botao de salvar nao responde na tela de cadastro.,2025-11-03 10:43:42,NEUTRA,FEEDBACK GERAL
CSAT,mario.pereira,Qual o passo a passo recomendado para comecar? Preciso de retorno urgente.,2025-11-03 11:46:11,NEGATIVA,FEEDBACK GERAL
BOT,diego.ribeiro,Como abro um chamado para suporte tecnico?,2025-11-03 12:34:09,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,lucas.ferreira,Tem trilha de treinamento para novos usuarios? Ticket 57381.,2025-11-03 15:13:28,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,mario.gomes,"Relatorios agora carregam rapido, excelente.",2025-11-03 19:26:28,POSITIVA,API/AUTENTICACAO
NPS,bruno.lima,"Adorei as novas funcionalidades, muito util.",2025-11-03 19:35:45,NEUTRA,FEEDBACK GERAL
NPS,fernanda.oliveira,A autenticacao em dois fatores nao funciona. Preciso de retorno urgente.,2025-11-03 22:48:39,NEGATIVA,API/AUTENTICACAO
BuzzMonitor,patricia.teixeira,O sistema duplica registros ao importar.,2025-11-04 05:08:30,NEUTRA,FEEDBACK GERAL
BOT,bruno.almeida,A tela nao e intuitiva e acaba atrapalhando.,2025-11-04 06:33:10,NEUTRA,FEEDBACK GERAL
CSAT,patricia.ribeiro,A experiencia poderia ser melhor em dispositivos moveis.,2025-11-04 08:12:07,NEUTRA,FEEDBACK GERAL
BuzzMonitor,camila.almeida,Estou recebendo erro 500 ao tentar salvar.,2025-11-04 10:25:10,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,diego.elias,Qual versao contem a correcao do problema?,2025-11-04 14:07:54,NEGATIVA,FEEDBACK GERAL
NPS,ana.rocha,Onde eu encontro o historico de faturas?,2025-11-04 17:42:26,NEUTRA,FINANCEIRO
BuzzMonitor,camila.elias,No geral estou bem satisfeito com a plataforma.,2025-11-04 19:45:14,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.souza,"Faltam campos no cadastro, isso atrapalha.",2025-11-04 23:48:36,NEUTRA,FEEDBACK GERAL
CSAT,vitor.oliveira,"As dicas na tela ajudam bastante, parabens.",2025-11-05 03:58:15,NEUTRA,FEEDBACK GERAL
BuzzMonitor,gustavo.dias,O reset de senha falha e nao chega email.,2025-11-05 04:30:08,NEGATIVA,BUGS
BuzzMonitor,joao.elias,Onde eu reporto um bug com print da tela?,2025-11-05 04:47:20,NEGATIVA,BUGS
CSAT,rafael.barbosa,A experiencia poderia ser melhor em dispositivos moveis.,2025-11-05 05:16:13,NEUTRA,FEEDBACK GERAL
BuzzMonitor,leonardo.rocha,"A performance melhorou muito, ta voando.",2025-11-05 05:19:50,NEUTRA,FEEDBACK GERAL
CSAT,patricia.silva,O menu mudou e agora ficou pior de usar.,2025-11-05 08:14:49,NEUTRA,FEEDBACK GERAL
BOT,lucas.martins,"A API esta bem documentada, consegui integrar rapido.",2025-11-05 09:32:38,POSITIVA,API/AUTENTICACAO
CSAT,lucas.silva,Tem alguma previsao para corrigir a exportacao? Preciso de retorno urgente.,2025-11-05 20:06:34,NEGATIVA,FEEDBACK GERAL
BOT,joao.souza,"A busca ficou instantanea, parabens.",2025-11-05 22:03:06,NEUTRA,FEEDBACK GERAL
BOT,diego.barbosa,O tempo de resposta da API aumentou bastante.,2025-11-06 03:29:18,NEUTRA,API/AUTENTICACAO
CSAT,ana.barbosa,O suporte demorou muito para responder meu chamado.,2025-11-06 04:44:15,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,thiago.mendes,A plataforma caiu agora e nao consigo acessar. Preciso de retorno urgente.,2025-11-06 16:08:54,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,mariana.barbosa,Preciso de auditoria e nao encontro logs completos.,2025-11-06 23:58:46,NEUTRA,FEEDBACK GERAL
NPS,patricia.ribeiro,Fiquei perdido na configuracao inicial.,2025-11-07 02:16:10,NEUTRA,FINANCEIRO
BuzzMonitor,thiago.martins,"Preciso atualizar o responsavel do contrato, com quem falo?",2025-11-07 06:47:31,NEUTRA,FEEDBACK GERAL
BOT,isabela.martins,"A tela de cadastro ficou redonda, sem bugs. Ticket 67386.",2025-11-07 07:05:51,NEGATIVA,BUGS
CSAT,leonardo.lima,Acho que a comunicacao de mudancas poderia melhorar.,2025-11-07 07:08:42,NEUTRA,FEEDBACK GERAL
BOT,juliana.barbosa,O filtro nao funciona e retorna resultados errados.,2025-11-07 15:56:11,NEGATIVA,FEEDBACK GERAL
CSAT,diego.barbosa,"Gostei do controle de permissoes, bem completo.",2025-11-07 17:31:10,NEUTRA,FEEDBACK GERAL
BOT,gustavo.nascimento,Posso reorganizar o menu?,2025-11-08 11:08:06,NEUTRA,FEEDBACK GERAL
BuzzMonitor,fernanda.gomes,O sistema esta muito lento para carregar relatorios. Preciso de retorno urgente.,2025-11-08 21:56:03,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,mariana.dias,Tem como trocar a forma de pagamento para cartao?,2025-11-09 07:00:15,NEUTRA,FINANCEIRO
BOT,joao.correa,"A navegacao esta confusa, nao acho as configuracoes.",2025-11-09 08:58:25,NEUTRA,FINANCEIRO
CSAT,vitor.correa,Nao consigo atualizar meus dados de pagamento no sistema.,2025-11-09 10:45:30,NEUTRA,FINANCEIRO
NPS,beatriz.nascimento,A documentacao esta desatualizada.,2025-11-09 11:47:42,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,mario.mendes,O filtro não funciona e retorna resultados errados.,2025-11-09 15:56:28,NEGATIVA,FEEDBACK GERAL
CSAT,laura.ribeiro,No geral estou bem satisfeito com a plataforma.,2025-11-10 04:36:57,NEUTRA,FEEDBACK GERAL
NPS,leonardo.araujo,Como abro um chamado para suporte tecnico?,2025-11-10 05:01:03,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,thiago.araujo,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-11-10 06:52:12,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,juliana.oliveira,O suporte foi muito prestativo e claro.,2025-11-10 10:43:00,NEUTRA,SUPORTE/ATENDIMENTO
BOT,gustavo.nascimento,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-11-10 12:18:50,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,fernanda.carvalho,Parabens pelas melhorias de seguranca.,2025-11-10 16:34:38,NEUTRA,FEATURE REQUEST
CSAT,gustavo.rocha,A integracao com o CRM funcionou sem dor de cabeca.,2025-11-10 20:57:45,POSITIVA,FEEDBACK GERAL
BuzzMonitor,isabela.teixeira,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-11-11 02:31:26,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,gustavo.nascimento,A tela nao e intuitiva e acaba atrapalhando.,2025-11-11 07:13:15,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.ferreira,A ferramenta esta ajudando muito nosso dia a dia.,2025-11-11 09:35:05,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.almeida,No geral estou bem satisfeito com a plataforma.,2025-11-11 14:04:32,NEUTRA,FEEDBACK GERAL
CSAT,patricia.rocha,O botao de salvar nao responde na tela de cadastro.,2025-11-11 23:45:35,NEUTRA,FEEDBACK GERAL
NPS,carla.mendes,Os tutoriais nao cobrem o que eu preciso.,2025-11-12 03:55:27,NEUTRA,FEEDBACK GERAL
CSAT,juliana.mendes,Os webhooks estao super estaveis agora.,2025-11-12 04:08:13,NEUTRA,FEEDBACK GERAL
CSAT,mariana.souza,Depois da ultima manutencao ficou bem mais estavel. Preciso de retorno urgente.,2025-11-12 06:14:17,NEGATIVA,FEEDBACK GERAL
CSAT,bruno.ferreira,As telas estao com lentidao em horario comercial.,2025-11-12 08:27:57,NEUTRA,FEEDBACK GERAL
BuzzMonitor,lucas.martins,Vocês tiveram alguma manutencao programada hoje?,2025-11-12 14:22:34,NEUTRA,FEEDBACK GERAL
NPS,leonardo.carvalho,Tem atalho para acessar relatorios mais rapido?,2025-11-12 19:04:57,POSITIVA,API/AUTENTICACAO
BuzzMonitor,vitor.rocha,O onboarding foi excelente e bem guiado.,2025-11-12 19:25:53,POSITIVA,TREINAMENTO/ONBOARDING
BuzzMonitor,juliana.nascimento,A exportacao para contabilidade funcionou de primeira. Ticket 37294.,2025-11-13 02:14:39,POSITIVA,SUPORTE/ATENDIMENTO
CSAT,camila.carvalho,Posso reorganizar o menu?,2025-11-13 02:54:37,NEUTRA,FEEDBACK GERAL
NPS,fernanda.correa,Os webhooks estao super estaveis agora.,2025-11-13 05:09:00,NEUTRA,FEEDBACK GERAL
NPS,carla.pereira,Nao consegui importar meus dados iniciais.,2025-11-13 07:11:20,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.mendes,As telas estao com lentidao em horario comercial.,2025-11-13 08:58:36,NEUTRA,FEEDBACK GERAL
BOT,lucas.ribeiro,Vocês podem considerar um novo recurso?,2025-11-13 12:27:50,NEUTRA,TREINAMENTO/ONBOARDING
BuzzMonitor,thiago.correa,O reset de senha falha e nao chega email.,2025-11-13 13:05:20,NEGATIVA,BUGS
CSAT,carla.almeida,"O processo de pagamento ficou mais simples, ajudou muito.",2025-11-13 14:59:36,NEUTRA,FINANCEIRO
CSAT,lucas.silva,Onde eu encontro o historico de faturas?,2025-11-13 16:08:07,NEUTRA,FINANCEIRO
BuzzMonitor,thiago.almeida,A API esta retornando 401 mesmo com token valido.,2025-11-14 05:33:58,NEGATIVA,API/AUTENTICACAO
CSAT,bruno.correa,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-11-14 08:00:29,NEUTRA,FEEDBACK GERAL
NPS,rafael.carvalho,Qual foi a causa da indisponibilidade de ontem?,2025-11-14 19:49:50,NEUTRA,FEEDBACK GERAL
NPS,camila.pereira,O suporte demorou muito para responder meu chamado.,2025-11-14 21:12:07,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,carla.araujo,A autenticacao em dois fatores nao funciona.,2025-11-15 01:09:15,NEGATIVA,API/AUTENTICACAO
CSAT,isabela.elias,A busca demora demais e trava o navegador.,2025-11-15 01:18:44,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,patricia.silva,Onde encontro a base de conhecimento?,2025-11-15 03:12:42,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.nascimento,"Gostei do conector com o ERP, poupou tempo.",2025-11-15 04:49:05,NEUTRA,FEEDBACK GERAL
CSAT,camila.carvalho,Tem boas praticas para melhorar performance?,2025-11-15 11:56:33,POSITIVA,FEEDBACK GERAL
BOT,vitor.nascimento,Parece que um usuario acessou dados que nao deveria.,2025-11-15 13:05:09,NEUTRA,FEEDBACK GERAL
BOT,thiago.oliveira,A ferramenta esta ajudando muito nosso dia a dia.,2025-11-15 13:25:17,NEUTRA,FEEDBACK GERAL
BuzzMonitor,patricia.barbosa,Nao consegui importar meus dados iniciais.,2025-11-15 15:28:49,NEUTRA,FEEDBACK GERAL
CSAT,joao.correa,O sistema esta muito lento para carregar relatorios.,2025-11-16 05:48:36,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,mariana.souza,O sistema esta muito lento para carregar relatorios.,2025-11-16 05:50:32,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,thiago.almeida,"Adorei as novas funcionalidades, muito util.",2025-11-16 07:13:56,NEUTRA,FEEDBACK GERAL
CSAT,leonardo.pereira,A correcao do filtro resolveu meu problema.,2025-11-16 10:18:06,NEGATIVA,FEEDBACK GERAL
NPS,lucas.gomes,Quando tento exportar CSV ele vem vazio.,2025-11-16 10:51:08,NEUTRA,FEEDBACK GERAL
CSAT,juliana.pereira,O menu mudou e agora ficou pior de usar.,2025-11-16 15:17:50,NEUTRA,FEEDBACK GERAL
NPS,mario.ribeiro,Vocês oferecem implantacao assistida?,2025-11-16 17:08:08,NEUTRA,FEEDBACK GERAL
BuzzMonitor,thiago.mendes,O reset de senha falha e nao chega email. Preciso de retorno urgente.,2025-11-16 17:33:06,NEGATIVA,BUGS
NPS,patricia.carvalho,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-11-16 22:46:51,NEUTRA,BUGS
BuzzMonitor,isabela.lima,Acho que a comunicacao de mudancas poderia melhorar.,2025-11-16 23:22:44,NEUTRA,FEEDBACK GERAL
BuzzMonitor,beatriz.silva,Fui transferido varias vezes e nao resolveram.,2025-11-16 23:39:17,NEUTRA,FEEDBACK GERAL
NPS,rafael.carvalho,Existe cache para relatorios? Preciso de retorno urgente.,2025-11-17 01:03:54,NEGATIVA,FEEDBACK GERAL
CSAT,beatriz.araujo,"Gostei do controle de permissoes, bem completo.",2025-11-17 12:27:21,NEUTRA,FEEDBACK GERAL
CSAT,thiago.rocha,"Nao carrega a tela inicial, fica em loading infinito.",2025-11-17 21:36:57,NEUTRA,FINANCEIRO
BuzzMonitor,isabela.araujo,A plataforma caiu agora e nao consigo acessar.,2025-11-18 09:03:43,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,vitor.almeida,Muitos cliques para fazer uma tarefa simples.,2025-11-18 11:06:32,NEUTRA,FEEDBACK GERAL
NPS,beatriz.barbosa,"A tela de cadastro ficou redonda, sem bugs.",2025-11-18 11:51:30,NEGATIVA,BUGS
CSAT,camila.teixeira,Como gero um token de API?,2025-11-18 17:29:52,NEUTRA,API/AUTENTICACAO
CSAT,bruno.ribeiro,"Nao carrega a tela inicial, fica em loading infinito.",2025-11-18 22:40:06,NEUTRA,FINANCEIRO
BuzzMonitor,diego.silva,"Estou sem retorno ha dias, isso prejudica o trabalho. Preciso de retorno urgente.",2025-11-19 03:06:14,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,fernanda.elias,Como gero um token de API?,2025-11-19 03:40:13,NEUTRA,API/AUTENTICACAO
NPS,lucas.dias,A tela nao e intuitiva e acaba atrapalhando.,2025-11-19 06:50:03,NEUTRA,FEEDBACK GERAL
CSAT,patricia.barbosa,A plataforma caiu agora e nao consigo acessar.,2025-11-19 07:04:42,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,leonardo.martins,Depois do patch nao ocorre mais duplicacao na importacao.,2025-11-19 07:06:02,NEUTRA,FEEDBACK GERAL
CSAT,ana.elias,O suporte foi muito prestativo e claro.,2025-11-19 08:00:24,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,patricia.teixeira,"Faltam campos no cadastro, isso atrapalha.",2025-11-19 08:49:11,NEUTRA,FEEDBACK GERAL
BuzzMonitor,thiago.ferreira,Quando tento exportar CSV ele vem vazio.,2025-11-19 11:44:11,NEUTRA,FEEDBACK GERAL
CSAT,lucas.correa,"A tela de cadastro ficou redonda, sem bugs.",2025-11-19 20:44:23,NEGATIVA,BUGS
BuzzMonitor,mario.rocha,Ficou travando e desconectando toda hora.,2025-11-19 23:46:03,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,lucas.pereira,Qual versao contem a correcao do problema? Preciso de retorno urgente.,2025-11-20 11:04:40,NEGATIVA,FEEDBACK GERAL
CSAT,ana.ribeiro,Tem SSO com Azure AD?,2025-11-20 14:26:02,NEUTRA,FEEDBACK GERAL
BuzzMonitor,gustavo.nascimento,"A importacao esta levando horas, ficou impraticavel.",2025-11-20 22:20:31,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.correa,Vocês tiveram alguma manutencao programada hoje?,2025-11-20 22:28:09,NEUTRA,FEEDBACK GERAL
BuzzMonitor,thiago.dias,"Obrigada pela paciencia, problema resolvido.",2025-11-20 23:02:33,POSITIVA,FEEDBACK GERAL
CSAT,mariana.nascimento,A API esta retornando 401 mesmo com token valido.,2025-11-21 01:32:07,NEGATIVA,API/AUTENTICACAO
NPS,gustavo.teixeira,O menu mudou e agora ficou pior de usar.,2025-11-21 07:44:58,NEUTRA,FEEDBACK GERAL
NPS,ana.pereira,Vocês podem considerar um novo recurso?,2025-11-21 10:17:50,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,joao.oliveira,Onde encontro a opcao para personalizar colunas? Preciso de retorno urgente.,2025-11-21 13:21:58,NEGATIVA,FEEDBACK GERAL
CSAT,vitor.teixeira,"Adorei as novas funcionalidades, muito util.",2025-11-21 16:46:05,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.teixeira,Tem trilha de treinamento para novos usuarios?,2025-11-21 17:12:12,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,isabela.almeida,Sinto falta de um relatorio mais completo. Preciso de retorno urgente.,2025-11-21 20:35:24,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,laura.ribeiro,As mensagens de erro nao explicam o que fazer.,2025-11-21 21:48:07,NEGATIVA,BUGS
CSAT,vitor.rocha,O reset de senha falha e nao chega email. Preciso de retorno urgente.,2025-11-22 01:11:17,NEGATIVA,BUGS
CSAT,diego.elias,"Atendimento excelente, resolveram em minutos.",2025-11-22 01:11:34,POSITIVA,SUPORTE/ATENDIMENTO
